Roller Coaster,Park,Location,Status,Inversions,Speed,Height,Length,G-Force,Manufacturer
Sputnik,Cosmic,Moscow City, Russia,Defunct,21.7 mph,538.1 ft,Twin Helix,Yeisk Plant Attraction,
Comet,Cascade ,New Castle, Pennsylvania, United States,Defunct,65 ft,60 ft,2400 ft,National Amusement Device Company,
